,address,description,hawker_name,hawker_photo_url,hawker_gmaps_url,hawker_status,longitude,latitude,hawker_coords,q1_start,q1_end,q2_start,q2_end,q3_start,q3_end,q4_start,q4_end
38,"Blk 726, Clementi West Street 2, Singapore 120726","Built in 1980, the hawker centre at Blk 726 Clementi West Street 2 consists of 60 cooked food stalls and 135 market stalls. The centre is conveniently located in close proximity to schools, housing estates and shopping complex.",Clementi West Street 2 Blk 726,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155262246.jpg,https://www.google.com/maps/search/?api=1&query=Clementi+West+Street+2+Blk+726,Existing,103.7641754,1.30391705,"(1.30391705, 103.7641754)",1/3/2021,2/3/2021,31/5/2021,3/6/2021,27/9/2021,28/9/2021,6/12/2021,7/12/2021
39,"31, Commonwealth Crescent, Singapore 149644",The 63 market stalls are located on the lower level while the 39 cooked food stalls are located on the upper level of this two-storey market. Built in 1965 to fulfill the marketing and dining needs of residents living in the mature estate of Commonwealth Drive.,Commonwealth Crescent Market,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167388780.jpg,https://www.google.com/maps/search/?api=1&query=Commonwealth+Crescent+Market,Existing,103.7994614,1.307432055,"(1.307432055, 103.7994614)",22/2/2021,22/2/2021,17/5/2021,17/5/2021,16/8/2021,16/8/2021,22/11/2021,24/11/2021
40,"Blk 1A/ 2A/ 3A, Commonwealth Drive, Singapore 140001/140002/140003","Nestled within the established Tanglin Halt estate, the food centre was originally built in 1981. The three hexagonal blocks retain their unique shape after upgrading in 2009. A total of 40 cooked food stalls is housed within the centre.",Commonwealth Drive Blk 1A/2A/3A (Tanglin Halt Food Centre/Commonwealth Drive Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/commonwealth.jpg,https://www.google.com/maps/search/?api=1&query=Commonwealth+Drive+Blk+1A/2A/3A+(Tanglin+Halt+Food+Centre/Commonwealth+Drive+Food+Centre),Existing,103.7980194,1.299550056,"(1.299550056, 103.7980194)",29/3/2021,29/3/2021,28/6/2021,28/6/2021,14/1/1990,14/1/1990,14/1/1990,14/1/1990
41,"271, Onan Road, Singapore 424768","Built in 1974, Dunman Food Centre has since played a vital role in providing resonably-priced cuisines to the residents of Joo Chiat area. Upgraded in 2002, the centre comprises 30 cooked food stalls.",Dunman Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155459807.jpg,https://www.google.com/maps/search/?api=1&query=Dunman+Food+Centre,Existing,103.901825,1.309412003,"(1.309412003, 103.901825)",15/2/2021,16/2/2021,24/5/2021,24/5/2021,23/8/2021,23/8/2021,22/11/2021,22/11/2021
42,"1220, East Coast Parkway, Singapore 468960","Located in the south-eastern part of Singapore, the East Coast Lagoon Food Village offers a tropical resort ambience by the sea and a wide variety of local hawker food at reasonable prices. It is a favourite haunt among sports enthusiasts and families who wish to enjoy a sumptuous meal by the sea. Popular dishes include Satay, BBQ Seafood and Chicken Wings, Zi Char, Wan Ton Noodles, Satay Bee Hoon, Beef Noodles etc.  Rated as one of the food paradises in Singapore!",East Coast Lagoon Food Village,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155504536.jpg,https://www.google.com/maps/search/?api=1&query=East+Coast+Lagoon+Food+Village,Existing,103.9343033,1.307729959,"(1.307729959, 103.9343033)",22/3/2021,22/3/2021,31/5/2021,1/6/2021,16/8/2021,16/8/2021,8/11/2021,10/11/2021
43,"Blk 7, Empress Road, Singapore 260007","Built in 1976, the hawker centre at Blk 7 Empress Road comprises 40 cooked food stalls and 72 market stalls. Provides marketing and dining facilities to residents of Farrer estate.",Empress Road Blk 7 (Empress Road Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152572393.jpg,https://www.google.com/maps/search/?api=1&query=Empress+Road+Blk+7+(Empress+Road+Market+and+Food+Centre),Existing,103.805687,1.316310048,"(1.316310048, 103.805687)",15/3/2021,15/3/2021,21/6/2021,21/6/2021,27/9/2021,27/9/2021,29/11/2021,1/12/2021
44,"Blk 4A, Eunos Crescent, Singapore 402004",The hawker centre at Blk 4A Eunos Crescent is located within close proximity to the Eunos MRT station and bus interchange. Its strategic location coupled with a wide variety of food offerings results in high patronage especially during lunch and dinner hours.,Eunos Crescent Blk 4A,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267873497497.jpg,https://www.google.com/maps/search/?api=1&query=Eunos+Crescent+Blk+4A,Existing,103.9042206,1.320291996,"(1.320291996, 103.9042206)",22/3/2021,23/3/2021,31/5/2021,2/6/2021,13/9/2021,14/9/2021,27/12/2021,28/12/2021
45,"Blk 69, Geylang Bahru, Singapore 330069","Located near amenities such as swimming pool, industrial parks, commercial shops and residential estates, Blk 69 Geylang Bahru is a focal point where patrons get to enjoy local hawker fare at affordable prices. The hawker centre was built in 1974 and houses 84 cooked food stalls cum 127 market stalls.",Geylang Bahru Blk 69 (Blk 69 Geylang Bahru Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/blk-69-geylang-bahru.jpg,https://www.google.com/maps/search/?api=1&query=Geylang+Bahru+Blk+69+(Blk+69+Geylang+Bahru+Market+and+Food+Centre),Existing,103.8700714,1.321529984,"(1.321529984, 103.8700714)",15/3/2021,16/3/2021,31/5/2021,1/6/2021,13/9/2021,14/9/2021,6/12/2021,8/12/2021
46,"1, Geylang Serai, Singapore 402001","One of the most popular hawker centres in Singapore, especially with the Malay community! The hawker centre was upgraded in 2009 and currently comprises 63 cooked food stalls and 302 market stalls. Its design, which was conceived after close consultations with grassroots and stallholders, is reminiscent of rural Malay architecture. It is the third biggest hawker centre in Singapore based on stall count.",Geylang Serai Market,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155542468.jpg,https://www.google.com/maps/search/?api=1&query=Geylang+Serai+Market,Existing,103.8974075,1.316888094,"(1.316888094, 103.8974075)",8/3/2021,10/3/2021,7/6/2021,9/6/2021,20/9/2021,22/9/2021,6/12/2021,9/12/2021
47,"Blk 4A, Jalan Batu, Singapore 432004","Built in 1969, Blk 4A Jalan Batu comprises both a market and food section. The centre houses 52 cooked food stalls and 53 market stalls.",Jalan Batu Blk 4A (Blk 4A Jalan Batu Hawker Centre/Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874223880.jpg,https://www.google.com/maps/search/?api=1&query=Jalan+Batu+Blk+4A+(Blk+4A+Jalan+Batu+Hawker+Centre/Market),Existing,103.8839798,1.302430034,"(1.302430034, 103.8839798)",14/1/1990,14/1/1990,7/6/2021,8/6/2021,13/9/2021,14/9/2021,6/12/2021,7/12/2021
48,"Blk 20, Ghim Moh Road, Singapore 270020","Built in 1977, the hawker centre is famous for its wide spread of offerings such as Char Kway Teow, Chicken Rice, Soya Bean Drinks etc. 72 cooked food stalls and 158 market stalls at the hawker centre serve Ghim Moh  residents daily.",Ghim Moh Road Blk 20,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267848628803.jpg,https://www.google.com/maps/search/?api=1&query=Ghim+Moh+Road+Blk+20,Existing,103.7882919,1.311059952,"(1.311059952, 103.7882919)",12/3/2021,16/3/2021,7/6/2021,8/6/2021,13/9/2021,14/9/2021,22/11/2021,24/11/2021
49,"505, Beach Road, Singapore 199583","Home to lock-up stalls selling army stuff, Golden Mile Food Centre is a ""must go"" place if you are looking for affordable army / camping equipment. The food section located at the first and second levels definitely does not pale in comparison. It offers well-known local and international cuisines by 111 cooked food stalls. Fanciful food selection at great prices!",Golden Mile Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155571228.jpg,https://www.google.com/maps/search/?api=1&query=Golden+Mile+Food+Centre,Existing,103.8638763,1.302873969,"(1.302873969, 103.8638763)",14/1/1990,14/1/1990,14/1/1990,14/1/1990,5/7/2021,6/7/2021,11/10/2021,14/10/2021
50,"Blk 13/14, Haig Road, Singapore 430013/430014","Built in 1977, the hawker centre at Blk 13/14 Haig Road is easily visible from Changi Road. Comprising 72 cooked food stalls and 146 market stalls, its ideal location as well as the wide selection of affordable hawker fare have attracted many residents and working professionals around the vicinity.",Haig Road Blk 13/14 (Haig Road Market and Cooked Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267848993155.jpg,https://www.google.com/maps/search/?api=1&query=Haig+Road+Blk+13/14+(Haig+Road+Market+and+Cooked+Food+Centre),Existing,103.8956528,1.315189958,"(1.315189958, 103.8956528)",15/3/2021,17/3/2021,28/6/2021,30/6/2021,27/9/2021,29/9/2021,13/12/2021,16/12/2021
51,"Blk 22A/B, Havelock Road, Singapore 161022/162022","Built in 1969, the standalone hawker centre located in the Havelock area comprises 30 cooked food stalls. It was upgraded in 2007.",Havelock Road Blk 22A/B (Havelock Road Cooked Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152823428.jpg,https://www.google.com/maps/search/?api=1&query=Havelock+Road+Blk+22A/B+(Havelock+Road+Cooked+Food+Centre),Existing,103.829689,1.288040042,"(1.288040042, 103.829689)",22/3/2021,22/3/2021,21/6/2021,21/6/2021,20/9/2021,20/9/2021,20/12/2021,20/12/2021
52,"Blk 112, Jalan Bukit Merah, Singapore 160112","Situated in the mature estate of Jalan Bukit Merah, the hawker centre at Blk 112 Jalan Bukit Merah satisfies both the marketing and dining needs of the residents nearby.",Jalan Bukit Merah Blk 112 (Blk 112 Jalan Bukit Merah Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874698833.jpg,https://www.google.com/maps/search/?api=1&query=Jalan+Bukit+Merah+Blk+112+(Blk+112+Jalan+Bukit+Merah+Market+and+Food+Centre),Existing,103.8260727,1.280069947,"(1.280069947, 103.8260727)",4/1/2021,4/1/2021,5/4/2021,5/4/2021,5/7/2021,5/7/2021,4/10/2021,4/10/2021
53,"Blk 44, Holland Drive, Singapore 270044","One of the last hawker centres to be built, Blk 44 Holland Drive has been serving the needs of residents since 1999. The two-storey hawker centre houses a market at the lower level and a food centre on the upper level. Conveniently located within walking distance from the Buona Vista MRT station.",Holland Drive Blk 44 (Holland Drive Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849222112.jpg,https://www.google.com/maps/search/?api=1&query=Holland+Drive+Blk+44+(Holland+Drive+Market+and+Food+Centre),Existing,103.7928391,1.308189988,"(1.308189988, 103.7928391)",22/3/2021,23/3/2021,3/5/2021,6/5/2021,27/9/2021,28/9/2021,13/12/2021,14/12/2021
54,"1, Lorong Mambong, Singapore 277700","Situated right in the heart of Holland Village, the hawker centre was built in the pre-war years. One of the hawker centres with the longest history in Singapore! Surrounded by restaurants and bistros, the hawker centre remains a popular choice for patrons with its offering of affordable hawker fare. Comprises 21 cooked food stalls and 48 market stalls.",Holland Village Market and Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267415509849.jpg,https://www.google.com/maps/search/?api=1&query=Holland+Village+Market+and+Food+Centre,Existing,103.7949448,1.311102033,"(1.311102033, 103.7949448)",1/3/2021,1/3/2021,31/5/2021,31/5/2021,30/8/2021,30/8/2021,27/12/2021,29/12/2021
55,"Blk 105, Hougang Ave 1, Singapore 530105","Also known as Hougang 105 Hainanese Village Centre, the hawker centre underwent a major facelift in 2005. A very popular hawker centre in the Hougang area, especially during the weekends. Serving the needs of both the residents of Lorong Ah Soo as well as the industrial area across at Defu Lane, there are currently 51 cooked food stalls and 120 market stalls within the centre.",Hougang Ave 1 Blk 105 (Hougang 105 Hainanese Village Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1259901634108.jpg,https://www.google.com/maps/search/?api=1&query=Hougang+Ave+1+Blk+105+(Hougang+105+Hainanese+Village+Centre),Existing,103.890213,1.354089975,"(1.354089975, 103.890213)",1/3/2021,2/3/2021,31/5/2021,1/6/2021,13/9/2021,14/9/2021,6/12/2021,10/12/2021
56,"Blk 209, Hougang Street 21, Singapore 530209","Conveniently situated in the heartlands of Kovan, the hawker centre at Blk 209 Hougang Street 21 is minutes away from Kovan MRT. Built in 1983, the centre houses 65 cooked food stalls and 118 market stalls. Be prepared to queue for your favourite dish at the popular cooked food stalls within the hawker centre!",Hougang Street 21 Blk 209 (Kovan Hougang Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267849628846.jpg,https://www.google.com/maps/search/?api=1&query=Hougang+Street+21+Blk+209+(Kovan+Hougang+Market+and+Food+Centre),Existing,103.8859253,1.359079003,"(1.359079003, 103.8859253)",8/3/2021,9/3/2021,6/6/2021,7/6/2021,2/8/2021,3/8/2021,8/11/2021,12/11/2021
57,"Blk 6, Jalan Bukit Merah, Singapore 150006","Fondly known as ABC Brickworks Market, it is within close proximity to Alexandra Food Village and IKEA. The hawker centre, which was built in 1974, is another alternative for the residents of Queenstown and Bukit Merah.  Patrons can find delicious yet affordable hawker fare at the centre.",Jalan Bukit Merah Blk 6 (ABC Brickworks Market/Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267760203.jpg,https://www.google.com/maps/search/?api=1&query=Jalan+Bukit+Merah+Blk+6+(ABC+Brickworks+Market/Food+Centre),Existing,103.8081894,1.287009954,"(1.287009954, 103.8081894)",15/3/2021,16/3/2021,21/6/2021,22/6/2021,13/9/2021,14/9/2021,13/12/2021,14/12/2021
58,"Blk 1, Jalan Kukoh, Singapore 161001","Built in 1969, Blk 1 Jalan Kukoh used to consist of both a market and food section. After upgrading in 2010, the centre was converted to a food centre with 21 cooked food stalls.",Jalan Kukoh Blk 1 (Kukoh 21 Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267874440744.jpg,https://www.google.com/maps/search/?api=1&query=Jalan+Kukoh+Blk+1+(Kukoh+21+Food+Centre),Existing,103.8399963,1.288319945,"(1.288319945, 103.8399963)",1/3/2021,1/3/2021,7/6/2021,7/6/2021,13/9/2021,13/9/2021,13/12/2021,13/12/2021
59,"Blk 347, Jurong East Ave 1, Singapore 600347","Located near to the PIE exit (Jurong Town Hall Road), the hawker centre at Blk 347 Jurong East Ave 1 is popular with residents living in the area. A wide variety of food and market produce is offered at the hawker centre by the 56 cooked food stalls and 169 market stalls. It was built in 1984 to cater to the dining and marketing needs of residents.",Jurong East Ave 1 Blk 347 (Yuhua Market and Hawker Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1275537901886.jpg,https://www.google.com/maps/search/?api=1&query=Jurong+East+Ave+1+Blk+347+(Yuhua+Market+and+Hawker+Centre),Existing,103.7315826,1.345360041,"(1.345360041, 103.7315826)",8/3/2021,9/3/2021,28/6/2021,29/6/2021,13/9/2021,14/9/2021,13/12/2021,14/12/2021
60,"Blk 254, Jurong East Street 24, Singapore 600254","Located near to the PIE exit (Jurong Town Hall Road), the hawker centre at Blk 254 Jurong East Street 24 serves the marketing and dining needs of residents living in Yuhua Village.  There are 60 cooked food stalls and 87 market produce stalls operating within the hawker centre. Originally built in 1983.",Jurong East Street 24 Blk 254 (Yuhua Village Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265167615307.jpg,https://www.google.com/maps/search/?api=1&query=Jurong+East+Street+24+Blk+254+(Yuhua+Village+Market+and+Food+Centre),Existing,103.7376862,1.343433023,"(1.343433023, 103.7376862)",22/3/2021,23/3/2021,7/6/2021,8/6/2021,27/9/2021,29/9/2021,6/12/2021,7/12/2021
61,"Blk 50, Jurong West St 61, Singapore 648202","Completed in 2017, Jurong West Hawker Centre provides residents a comfortable and clean dining environment with natural ventilation and family-friendly features such as child-friendly toilet facilities and family-friendly seating, as well as tray-return facilities at accessible locations. To ensure affordable meals for the residents, all the stalls are serving at least two items priced at $2.80 or below.",Jurong West Hawker Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/jurong-west-hawker-centre.jpg,https://www.google.com/maps/search/?api=1&query=Jurong+West+Hawker+Centre,Under Construction,103.697374,1.341223,"(1.341223, 103.697374)",14/1/1990,14/1/1990,14/1/1990,14/1/1990,14/1/1990,14/1/1990,14/1/1990,14/1/1990
62,"Blk 505, Jurong West Street 52, Singapore 640505","The hawker centre at Blk 505 Jurong West Street 52 was built in 1985.  Located in the heart of the Jurong West estate, the centre serves patrons from the nearby residential flats and schools.  Last upgraded in 2009, the centre comprises a total of 190 stalls - 60 cooked food and 130 market stalls.",Jurong West Street 52 Blk 505,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155040710.jpg,https://www.google.com/maps/search/?api=1&query=Jurong+West+Street+52+Blk+505,Existing,103.7184601,1.349699974,"(1.349699974, 103.7184601)",4/1/2021,5/1/2021,3/5/2021,4/5/2021,13/9/2021,14/9/2021,6/12/2021,8/12/2021
63,"17, Old Airport Road, Singapore 397972","Located just minutes away from Blk 51 Old Airport Road, the Kallang Estate Fresh Market and Food Centre provides both dining and marketing services for Kallang residents. Built in 1959, the centre comprises 16 cooked food stalls and 78 market stalls.",Kallang Estate Fresh Market and Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155698415.jpg,https://www.google.com/maps/search/?api=1&query=Kallang+Estate+Fresh+Market+and+Food+Centre,Existing,103.8841476,1.307112455,"(1.307112455, 103.8841476)",1/3/2021,1/3/2021,21/6/2021,21/6/2021,27/9/2021,27/9/2021,27/12/2021,29/12/2021
64,"Blk 676, Woodlands Drive 71, Singapore 730676","Built in 2017, the Kampung Admiralty Hawker Centre is a communal dining space which allows patrons to feast on Singapores favourite street food while learning the cultural diversity of our local food.  The centre consists of 43 cooked food stalls.  The centre features natural ventilation, family-friendly features, such as child-friendly toilet facilities.",Kampung Admiralty Hawker Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/kampung-admiralty-hawker-centre.jpg,https://www.google.com/maps/search/?api=1&query=Kampung+Admiralty+Hawker+Centre,Existing (new),103.800735,1.440119,"(1.440119, 103.800735)",29/3/2021,30/3/2021,28/6/2021,29/6/2021,13/9/2021,14/9/2021,20/12/2021,22/12/2021
65,"Blk 84, Marine Parade Central, Singapore 440084","Located across Parkway Parade Shopping Centre, the hawker centre has been around since 1976. It is popular with patrons throughout the day. A wide variety of local food is available at the hawker centre including Char Kway Teow, Beef Noodles, Economical Rice, Desserts etc.  Comprises 55 cooked food stalls and 143 market stalls.",Marine Parade Central Blk 84 (84 Marine Parade Central Market and Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1267875360164.jpg,https://www.google.com/maps/search/?api=1&query=Marine+Parade+Central+Blk+84+(84+Marine+Parade+Central+Market+and+Food+Centre),Existing,103.9063873,1.302330017,"(1.302330017, 103.9063873)",8/3/2021,9/3/2021,14/6/2021,15/6/2021,27/9/2021,30/9/2021,6/12/2021,7/12/2021
66,"Blk 50A, Marine Terrace, Singapore 441050",Built in 1975 to serve the residents living within the Marine Terrace estate. The hawker centre is located just next to the Marine Parade Town Council. Comprises 24 cooked food stalls and 87 market stalls.,Marine Terrace Blk 50A (50A Marine Terrace),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153165514.jpg,https://www.google.com/maps/search/?api=1&query=Marine+Terrace+Blk+50A+(50A+Marine+Terrace),Existing,103.9157867,1.305809975,"(1.305809975, 103.9157867)",15/3/2021,16/3/2021,21/6/2021,22/6/2021,13/9/2021,14/9/2021,22/11/2021,25/11/2021
67,"5, Cross Street, Singapore 048148",Due to the redevelopment of Market Street Food Centre (Golden Shoe Carpark) an interim hawker centre has been built to ensure continuity of stallholders' business and availability of affordable food options for patrons in the vicinity.  The interim centre commenced operations on 1 Aug 2017.,Market Street Interim Hawker Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262225979894.jpg,https://www.google.com/maps/search/?api=1&query=Market+Street+Interim+Hawker+Centre,Existing,103.8488473,1.281567926,"(1.281567926, 103.8488473)",20/3/2021,20/3/2021,19/6/2021,19/6/2021,18/9/2021,18/9/2021,18/12/2021,18/12/2021
68,"Blk 20/21, Marsiling Lane, Singapore 730020/730021","Built in 1975, the hawker centre at Blk 20/21 Marsiling Road houses 52 cooked food stalls and 112 market stalls.  Upgraded in 2009.",Marsiling Lane Blk 20/21,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262152527264.jpg,https://www.google.com/maps/search/?api=1&query=Marsiling+Lane+Blk+20/21,Existing,103.7772598,1.443989992,"(1.443989992, 103.7772598)",15/3/2021,16/3/2021,7/6/2021,8/6/2021,13/9/2021,14/9/2021,6/12/2021,8/12/2021
69,"Blk 4,Woodlands St 12,Singapore738623","Built in 2017, and located close to the heart of Woodlands, Marsiling Mall Hawker Centre offers residents convenient access to a variety of good and affordable hawker food. This hawker centre is also situated adjacent to Woodlands Sports Centre, bringing hawker food to the doorstep of sports facility users.",Marsiling Mall Hawker Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/mmhc.jpg,https://www.google.com/maps/search/?api=1&query=Marsiling+Mall+Hawker+Centre,Existing (new),103.779881,1.433543,"(1.433543, 103.779881)",8/3/2021,8/3/2021,1/6/2021,1/6/2021,6/9/2021,6/9/2021,13/12/2021,15/12/2021
70,"1, Kadayanallur Street, Singapore 069184","Maxwell Food Centre began its roots in 1935. One of the iconic hawker centres in Singapore, the food centre now consists of 103 cooked food stalls. Popular hawker fare such as Chicken Rice, Tapioca Kueh, Porridge, Desserts and more can be found here.",Maxwell Food Centre (Kim Hua Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155734465.jpg,https://www.google.com/maps/search/?api=1&query=Maxwell+Food+Centre+(Kim+Hua+Market),Existing,103.8444595,1.280550957,"(1.280550957, 103.8444595)",22/3/2021,22/3/2021,21/6/2021,21/6/2021,27/9/2021,29/9/2021,20/12/2021,20/12/2021
71,"Blk 159, Mei Chin Road, Singapore 140159","Built in 1970 to serve the Mei Ling estate, the hawker centre at Blk 159 Mei Chin Road was upgraded in 2009 to improve circulation space and ventilation. Comprises 47 cooked food stalls and 66 market stalls.",Mei Chin Road Blk 159 (Mei Chin Road Market),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262154581891.jpg,https://www.google.com/maps/search/?api=1&query=Mei+Chin+Road+Blk+159+(Mei+Chin+Road+Market),Existing,103.8029633,1.293300033,"(1.293300033, 103.8029633)",8/3/2021,9/3/2021,7/6/2021,8/6/2021,27/9/2021,28/9/2021,6/12/2021,8/12/2021
72,"Blk 32, New Market Road, Singapore 050032","Fondly known as People's Park Complex, it is located right in the heart of the bustling Chinatown. It is a favourite haunt for elderly folks to catch up and enjoy a delicious yet affordable meal.  Extremely accessible by bus or MRT. Upgraded in 2005, it has 87 cooked food stalls located on the ground floor. The second and third floors comprise HDB shops selling fabrics, fashion and home wares.",New Market Road Blk 32 (People's Park Food Centre),http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1265168123284.jpg,https://www.google.com/maps/search/?api=1&query=New+Market+Road+Blk+32+(People's+Park+Food+Centre),Existing,103.8425903,1.284870982,"(1.284870982, 103.8425903)",22/3/2021,23/3/2021,7/6/2021,8/6/2021,6/9/2021,7/9/2021,6/12/2021,7/12/2021
73,"Blk 208B, New Upper Changi Road, Singapore 462208","Completed in 2014, this new food centre replaces the hawker centre at Blk 207 Upper Changi Road.  Also know as Bedok Interchange Hawker Centre,  it houses more seating areas for diners, more parking lots at the adjacent multi-storey carpark, and high-volume, low-speed cooling fans to provide patrons a more comfortable and cooler dining experience.  The centre also has NETS cashless payment system implemented at food stalls and free wireless internet connection via Wireless@SG for the convenience of patrons.",New Upper Changi Road Blk 208B,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/bedok-interchange-hawker-centre.jpg,https://www.google.com/maps/search/?api=1&query=New+Upper+Changi+Road+Blk+208B,Existing,103.930477,1.324629,"(1.324629, 103.930477)",29/3/2021,30/3/2021,28/6/2021,29/6/2021,27/9/2021,28/9/2021,20/12/2021,24/12/2021
74,"Blk 58, New Upper Changi Road, Singapore 461058","Comprising a market produce and cooked food section, the hawker centre at Blk 58 New Upper Changi Road was built in 1978 to serve the marketing and dining needs of patrons living in Bedok South. Especially popular during the breakfast and lunch hours.",New Upper Changi Road Blk 58,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262153263293.jpg,https://www.google.com/maps/search/?api=1&query=New+Upper+Changi+Road+Blk+58,Existing,103.940155,1.32516551,"(1.32516551, 103.940155)",8/3/2021,8/3/2021,7/6/2021,7/6/2021,13/9/2021,13/9/2021,6/12/2021,10/12/2021
75,"500, Clemenceau Ave North, Singapore 229495","Popular with both locals and tourists alike.  Often rated by foodies as one of the best hawker centres in Singapore, Newton Food Centre is well known for dishes like BBQ Seafood, Hokkien Mee, Po Piah, Satay, Fried Carrot Cake etc.  Extremely crowded during dinner and supper time, this is definitely a hawker centre that you must visit!  Located in the Cairnhill / Newton area and a stone's throw away from Newton MRT.",Newton Food Centre,http://www.nea.gov.sg/images/default-source/Hawker-Centres-Division/resize_1262155777485.jpg,https://www.google.com/maps/search/?api=1&query=Newton+Food+Centre,Existing,103.8397293,1.312224984,"(1.312224984, 103.8397293)",8/3/2021,9/3/2021,7/6/2021,8/6/2021,18/8/2021,20/8/2021,20/12/2021,21/12/2021
